Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,Camera,Price
https://www.gsmarena.com/asus_zenfone_2_laser_ze551kl-7733.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,Asus Zenfone 2 Laser ZE551KL,"2015, November",170.1,Android 5,16,5.5,1080x1920,3,3000,13,17998
https://www.gsmarena.com/asus_zenfone_zoom_zx551ml-7577.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx551ml.jpg,Asus Zenfone Zoom ZX551ML,"2015, December",185,Android 5.0,32,5.5,1080x1920,4,3000,13,14999
https://www.gsmarena.com/asus_zenfone_go_zc500tg-7368.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc500tg.jpg,Asus Zenfone Go ZC500TG,"2015, August",135,Android 5.1,8,5,720x1280,2,2070,8,12999
https://www.gsmarena.com/asus_zenfone_max_zc550kl-7476.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg,Asus Zenfone Max ZC550KL,"2016, January",202,Android 5.0.1,8,5.5,720x1280,2,5000,13,7499
https://www.gsmarena.com/asus_zenfone_2_deluxe_ze551ml-7475.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-deluxe-ze551ml.jpg,Asus Zenfone 2 Deluxe ZE551ML,"2015, September",170,Android 5.0,64,5.5,1080x1920,4,3000,13,12999
https://www.gsmarena.com/asus_zenfone_2_laser_ze601kl-7479.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,Asus Zenfone 2 Laser ZE601KL,"2015, December",190,Android 5.0,16,6,1080x1920,2,3000,13,10999
https://www.gsmarena.com/asus_zenfone_2_laser_ze600kl-7757.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg,Asus Zenfone 2 Laser ZE600KL,"2016, January",190,Android 5.0,16,6,720x1280,2,3000,13,10999
https://www.gsmarena.com/asus_zenfone_2_laser_ze550kl-7477.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,Asus Zenfone 2 Laser ZE550KL,"2015, September",170,Android 5.0,16,5.5,720x1280,2,3000,13,9301
https://www.gsmarena.com/asus_zenfone_2_laser_ze500kg-7478.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,Asus Zenfone 2 Laser ZE500KG,"2015, October",140,Android 5.0,8,5,720x1280,2,2040,8,8499
https://www.gsmarena.com/asus_zenfone_2_laser_ze500kl-7474.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg,Asus Zenfone 2 Laser ZE500KL,"2015, August",140,Android 5.0,8,5,720x1280,2,2400,13,7999
https://www.gsmarena.com/asus_zenpad_7_0_z370cg-7473.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-70-z370cg.jpg,Asus Zenpad 7.0 Z370CG,"2015, August",272,Android 5.0,16,7,800x1280,2,3500,8,10990
https://www.gsmarena.com/asus_zenfone_2e-7444.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2e.jpg,Asus Zenfone 2E,"2015, July",155.1,Android 5.0,8,5,720x1280,1,2500,8,7999
