Link,Image,Name,Release date,Weight,OS,Storage,Screen_size,Screen_resolution,RAM,Battery,net2g,net3g,net4g,speed,year,status,dimensions,weight,sim,displaytype,displaysize,displayresolution,os,chipset,cpu,gpu,memoryslot,internalmemory,memoryother,cam1modules,cam1features,cam1video,cam2modules,cam2features,cam2video,wlan,bluetooth,gps,nfc,radio,usb,sensors,batdescription1,colors,models,price,,,,,
https://www.gsmarena.com/asus_zenfone_pegasus_3-8156.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg,Asus Zenfone Pegasus 3,"Released 2016, June","158.4g, 8.6mm thickness","Android 6.0.1, ZenUI","16GB/32GB storage, microSDXC","5.2""",720x1280 pixels,2/3 GB RAM,4100 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA,"1, 3, 7, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, June. Released 2016, June",Discontinued,149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in),158.4 g (5.57 oz),Hybrid Dual SIM,IPS LCD,"5.2 inches, 74.5 cm(~67.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~282 ppi density)","Android 6.0.1 (Marshmallow), ZenUI",Mediatek MT6737 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM",eMMC 5.0,"13 MP, f/2.2, AF","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,Wi-Fi 802.11 b/g/n,"4.0, A2DP","GPS, GLONASS",No,FM radio,microUSB 2.0,"Fingerprint (rear-mounted), accelerometer, proximity, compass","Li-Ion 4100 mAh, non-removable","Gold, silver, gray, rose gold","X008, X008DB",About 210 EUR,,,,,,
https://www.gsmarena.com/asus_zenpad_z8-8160.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-z8.jpg,Asus Zenpad Z8,"Released 2016, June",320.1 g,Android 6.0,"16GB storage, microSDXC","7.9""",1536x2048 pixels,2 GB RAM,4680 mAh Li-Ion,,"2, 4, 5, 13",LTE-A,Yes,Yes,"2016, June. Released 2016, June",Discontinued,205.2 mm x 136.4 mm x (unknown thickness) mm,320.1 g (11.29 oz),Micro-SIM (built-in),IPS LCD,"7.9 inches, 193.3 cm(~69.1% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8956 Snapdragon 650,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72),Adreno 510,microSDXC (dedicated slot),16GB 2GB RAM,eMMC 4.5,8 MP,Yes,Yes,,Wi-Fi 802.11 b/g/n,"4.0, A2DP",GPS,No,No,microUSB 2.0,Accelerometer,"Li-Ion 4680 mAh, non-removable",Black,,,,,,,,
https://www.gsmarena.com/asus_zenfone_3_ultra_zu680kl-8130.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ultra-zu680kl.jpg,Asus Zenfone 3 Ultra ZU680KL,"Released 2016, August","233g, 6.8mm thickness","Android 6.1, ZenUI 3","32GB/64GB/128GB storage, microSDXC","6.8""",1080x1920 pixels,3/4 GB RAM,4600 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 / 800,"1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2016, May. Released 2016, August",Discontinued,186.4 x 93.9 x 6.8 mm (7.34 x 3.70 x 0.27 in),233 g (8.22 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",IPS LCD,"6.8 inches, 127.5 cm(~72.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~324 ppi density)",Corning Gorilla Glass 4,"Android 6.1 (Marshmallow), ZenUI 3",Qualcomm MSM8976 Snapdragon 652 (28 nm),Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Adreno 510,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 3GB RAM, 128GB 4GB RAM",eMMC 5.1,"23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, Laser AF, 4-axis OIS","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"8 MP, f/2.0",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass","Li-Ion 4600 mAh, non-removable",Up to 34 h (3G),"Glacier Silver, Titanium Gray, Metallic Pink",About 300 EUR,,,,
https://www.gsmarena.com/asus_zenfone_3_deluxe_zs570kl-8129.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-zs570kl.jpg,Asus Zenfone 3 Deluxe ZS570KL,"Released 2016, August","170g, 7.5mm thickness","Android 6.1, up to Android 8, ZenUI 3","64GB/128GB/256GB storage, microSDXC","5.7""",1080x1920 pixels,4/6 GB RAM,3000 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 29, 30, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps","2016, May. Released 2016, August",Discontinued,156.4 x 77.4 x 7.5 mm (6.16 x 3.05 x 0.30 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",Super AMOLED,"5.7 inches, 89.6 cm(~74.0% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~386 ppi density)",Corning Gorilla Glass 4,"Android 6.1 (Marshmallow), upgradable to Android 8 (Oreo), ZenUI 3",Qualcomm MSM8996 Snapdragon 820 (14 nm)Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)Quad-core (2x2.4 GHz Kryo & 2x2.0 GHz Kryo),Adreno 530,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 256GB 6GB RAM",UFS 2.0 (128/256GB versions),"23 MP, f/2.0, 1/2.6"", 1.0µm, PDAF, Laser AF, 4-axis OIS","Dual-LED dual-tone flash, HDR, panorama",4K@30fps,"8 MP, f/2.0",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS, BDS",Yes,No,"USB Type-C 3.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable","Glacier Silver, Titanium Gray, Shimmer Gold","Z016D, Z016S",About 230 EUR,,,,
https://www.gsmarena.com/asus_zenfone_3_ze552kl-8106.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ze552kl.jpg,Asus Zenfone 3 ZE552KL,"Released 2016, August","155g, 7.7mm thickness","Android 6.0.1, up to 7.0, ZenUI 3","32GB/64GB storage, microSDXC","5.5""",1080x1920 pixels,3/4 GB RAM,3000 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - Global,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global), LTE-A (2CA) Cat6 300/50 Mbps (Taiwan)","2016, May. Released 2016, August",Discontinued,152.6 x 77.4 x 7.7 mm (6.01 x 3.05 x 0.30 in),155 g (5.47 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame","Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)",Super IPS+,"5.5 inches, 83.4 cm(~70.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 3,"Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZenUI 3",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 64GB 4GB RAM",eMMC 5.1,"16 MP, f/2.0, PDAF, Laser AF, 3-axis OIS","Dual-LED dual-tone flash, panorama, HDR",4K@30fps,"8 MP, f/2.0",1080p@30fps,24-bit/192kHz audio,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct","4.2, A2DP, EDR, LE","GPS, GLONASS",No,FM radio,"USB Type-C 2.0, OTG","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass","Li-Ion 3000 mAh, non-removable","Sapphire Black, Moonlight White, Shimmer Gold","Z012DB, Z012D, Z012DA, Z012DC, Z012S, Z012DE",About 330 EUR,Basemark OS II 2.0: 1205,,
https://www.gsmarena.com/asus_zenfone_max_zc550kl_(2016)-8111.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg,Asus Zenfone Max ZC550KL (2016),"Released 2016, May","202g, 10.6mm thickness","Android 6.0.1, ZenUI","32GB storage, microSDXC","5.5""",720x1280 pixels,2/3 GB RAM,5000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 - India,"1, 3, 5, 38, 39, 40, 41 - India","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, May. Released 2016, May",Discontinued,156 x 77.5 x 10.6 mm (6.14 x 3.05 x 0.42 in),202 g (7.13 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~69.0% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 4,"Android 6.0.1 (Marshmallow), ZenUI",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"32GB 2GB RAM, 32GB 3GB RAM",eMMC 4.5,"13 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity, compass","Li-Po 5000 mAh, non-removable",Up to 914 h (3G),Up to 38 h (3G),"Black, White, Orange, Blue",Z010DD,About 170 EUR,,,
https://www.gsmarena.com/asus_zenfone_go_zb450kl-8262.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb452kg.jpg,Asus Zenfone Go ZB450KL,"Released 2016, August","135g, 11.2mm thickness","Android 6, ZenUI 2","8GB storage, microSDXC","4.5""",480x854 pixels,1 GB RAM,2070 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,"HSDPA 850 / 900 / 2100 - Global, India","1, 3, 5, 7, 8 - Global","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, July. Released 2016, August",Discontinued,136.5 x 66.7 x 11.2 mm (5.37 x 2.63 x 0.44 in),135 g (4.76 oz),"Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)",IPS LCD,"4.5 inches, 55.8 cm(~61.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)","Android 6 (Marshmallow), ZenUI 2",Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDXC (uses shared SIM slot),8GB 1GB RAM,eMMC 4.5,"8 MP, f/2.0, AF","LED flash, HDR, panorama",720p,"2 MP, f/2.4",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2070 mAh, removable","Glacier Grey/Silver, Blue/Sheer Gold, Charcoal Black, Pearl White, Glamor Red, Lemon Yellow",X009DA,About 110 EUR,,,,,,
https://www.gsmarena.com/asus_zenfone_go_zb452kg-8097.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb452kg.jpg,Asus Zenfone Go ZB452KG,"Released 2016, April","125g, 11.2mm thickness",Android 5.1,"8GB storage, microSDXC","4.5""",480x854 pixels,1 GB RAM,2070 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,HSPA 21.1/5.76 Mbps,"2016, April. Released 2016, April",Discontinued,136.5 x 66.7 x 11.2 mm (5.37 x 2.63 x 0.44 in),125 g (4.41 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"4.5 inches, 55.8 cm(~61.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Qualcomm MSM8212 Snapdragon 200 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 302,microSDXC (dedicated slot),8GB 1GB RAM,eMMC 4.5,"5 MP or 8 MP, f/2.0, AF","LED flash, HDR, panorama",,"VGA, f/2.8",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Po 2070 mAh, removable","Lemon Yellow, Charcoal Black, Pearl White, Glacier Gray, Sheer Gold, Glamour Red, Silver Blue",X014D,About 90 EUR,,,,,,,
https://www.gsmarena.com/asus_zenfone_go_zb551kl-8095.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb551kl.jpg,Asus Zenfone Go ZB551KL,"Released 2016, May","160g, 10.7mm thickness",Android 5.1,"16GB/32GB storage, microSDXC","5.5""",720x1280 pixels,2 GB RAM,3010 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 20 - Global","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, April. Released 2016, May",Discontinued,151 x 76.9 x 10.7 mm (5.94 x 3.03 x 0.42 in),160 g (5.64 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~71.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",Corning Gorilla Glass 3,Android 5.1 (Lollipop),Qualcomm MSM8928 Snapdragon 400 (28 nm),Quad-core 1.6 GHz Cortex-A7,Adreno 305,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",eMMC 4.5,"8 MP or 13 MP, f/2.0, AF","Dual-LED dual-tone flash, HDR, panorama",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, proximity","Li-Ion 3010 mAh, removable",Up to 335 h (3G),Up to 16 h (3G),"Charcoal Black, Pearl White, Lake Blue, Glacier Gray, Sheer Gold, Glamour Red, Floral Pink, Silver Blue","X013D, X013DC, X013DA, X013DB",About 150 EUR,,,
https://www.gsmarena.com/asus_zenfone_go_t500-8045.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-t500.jpg,Asus Zenfone Go T500,"Released 2016, April","153g, 9.9mm thickness",Android 4.4,"16GB storage, microSDHC","5.0""",720x1280 pixels,2 GB RAM,2500 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 2100,"3, 40","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2016, April. Released 2016, April",Discontinued,146 x 73 x 9.9 mm (5.75 x 2.87 x 0.39 in),153 g (5.40 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.0 inches, 68.9 cm(~64.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,microSDHC (dedicated slot),16GB 2GB RAM,eMMC 4.5,"8 MP, AF",LED flash,1080p@30fps,"5 MP, f/2.2",,"Wi-Fi 802.11 a/b/g/n, hotspot","4.0, A2DP, EDR","GPS, GLONASS",No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2500 mAh, removable","Black, White",About 110 EUR,,,,,,,
https://www.gsmarena.com/asus_zenfone_go_zc451tg-8048.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zc451tg.jpg,Asus Zenfone Go ZC451TG,"Released 2015, December","133.5g, 10.1mm thickness",Android 5.1,"8GB storage, microSDXC","4.5""",480x854 pixels,1 GB RAM,1600 mAh Li-Ion,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,HSPA 21.1/5.76 Mbps,"2015, December. Released 2015, December",Discontinued,135 x 67 x 10.1 mm (5.31 x 2.64 x 0.40 in),133.5 g (4.73 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"4.5 inches, 55.8 cm(~61.7% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),8GB 1GB RAM,"5 MP, f/2.0, AF",LED flash,720p@30fps,VGA,,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1600 mAh, removable",Up to 355 h (3G),Up to 11 h (3G),"Charcoal Black, Pearl White, Rouge Pink, Flash Blue",Z00SD,About 70 EUR,,,,,,
https://www.gsmarena.com/asus_live_g500tg-7866.php,https://fdn2.gsmarena.com/vv/bigpic/asus-live-g500tg-.jpg,Asus Live G500TG,"Released 2016, February","140g, 10mm thickness",Android 5.1,"16GB storage, microSDXC","5.0""",720x1280 pixels,2 GB RAM,2070 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100,HSPA 21.1/5.76 Mbps,"2016, January. Released 2016, February",Discontinued,144.5 x 71 x 10 mm (5.69 x 2.80 x 0.39 in),140 g (4.94 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.0 inches, 68.9 cm(~67.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDXC (dedicated slot),16GB 2GB RAM,"8 MP, f/2.0, AF",LED flash,Yes,"2 MP, f/2.4",,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, LE",GPS,No,FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Po 2070 mAh, removable","Rosa, Azul, Yellow",Z00YD,About 160 EUR,,,,,,,,
https://www.gsmarena.com/asus_zenwatch_2_wi501q-7689.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenwatch-wi501q.jpg,Asus Zenwatch 2 WI501Q,"Released 2015, September",10.9mm thickness,Android Wear OS 2.1,"4GB 512MB RAM storage, no card slot","1.63""",320x320 pixels,512 MB RAM,400 mAh Li-Ion,N/A,No,No,"2015, September. Released 2015, September",Discontinued,49.6 x 40.7 x 10.9 mm (1.95 x 1.60 x 0.43 in),-,"Glass front (Gorilla Glass 3), stainless steel frame",No,IP67 dust/water resistant (up to 1m for 30 min),AMOLED,1.63 inches,320 x 320 pixels (~278 ppi density),Corning Gorilla Glass 3,Android Wear OS 2.1,Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,eMMC 4.5,No,Wi-Fi 802.11 b/g,"4.1, LE",No,No,No,No,Accelerometer,MP3 player,"Li-Ion 400 mAh, non-removable","Gunmetal, Silver, Rose gold",About 150 EUR,,,,,,,,
https://www.gsmarena.com/asus_zenwatch_2_wi502q-7690.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenwatch-wi502q.jpg,Asus Zenwatch 2 WI502Q,"Released 2015, September",11.8mm thickness,Android Wear OS 2.1,"4GB 512MB RAM storage, no card slot","1.45""",280x280 pixels,512 MB RAM,300 mAh Li-Ion,N/A,No,No,"2015, September. Released 2015, September",Discontinued,45.2 x 37.2 x 11.8 mm (1.78 x 1.46 x 0.46 in),-,"Glass front (Gorilla Glass 3), stainless steel frame",No,IP67 dust/water resistant (up to 1m for 30 min),AMOLED,1.45 inches,280 x 280 pixels (~273 ppi density),Corning Gorilla Glass 3,Android Wear OS 2.1,Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,eMMC 4.5,No,Wi-Fi 802.11 b/g,"4.1, LE",No,No,No,No,Accelerometer,MP3 player,"Li-Ion 300 mAh, non-removable","Gunmetal, Silver, Rose gold",About 150 EUR,,,,,,,,
https://www.gsmarena.com/asus_zenwatch_wi500q-7688.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenwatch-wi500q.jpg,Asus Zenwatch WI500Q,"Released 2014, September","75g (50g body), 9.4mm thickness",Android Wear OS,"4GB 512MB RAM storage, no card slot","1.63""",320x320 pixels,512 MB RAM,370 mAh Li-Ion,N/A,No,No,"2014, September. Released 2014, September",Discontinued,51 x 39.9 x 9.4 mm (2.01 x 1.57 x 0.37 in),75 g (50 g body) (2.65 oz),"Glass front (Gorilla Glass 3), stainless steel frame",No,IP55 dust and splash resistant,AMOLED,1.63 inches,320 x 320 pixels (~278 ppi density),Corning Gorilla Glass 3,Android Wear OS,Qualcomm MSM8926 Snapdragon 400 (28 nm),Quad-core 1.2 GHz Cortex-A7,Adreno 305,No,4GB 512MB RAM,eMMC 4.5,No,No,"4.0, A2DP",No,No,No,No,Accelerometer,MP3 player,"Li-Ion 370 mAh (1.4 Wh), non-removable",Silver/Rose gold,About 100 EUR,,,,,,,,
https://www.gsmarena.com/asus_zenfone_2_laser_ze551kl-7733.php,https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg,Asus Zenfone 2 Laser ZE551KL,"Released 2015, November","170.1g, 10.9mm thickness","Android 5, up to 6.1, ZenUI 2","16GB/32GB storage, microSDXC","5.5""",1080x1920 pixels,3 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,"1, 2, 3, 4, 5, 7, 8, 17, 20","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, November. Released 2015, November",Discontinued,152.4 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in),170.1 g (6.00 oz),"Dual SIM (Micro-SIM, dual stand-by)",IPS LCD,"5.5 inches, 83.4 cm(~70.9% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,"Android 5 (Lollipop), upgradable to 6.1 (Marshmallow), ZenUI 2",Qualcomm MSM8939 Snapdragon 615 (28 nm),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Adreno 405,microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM",eMMC 4.5,"13 MP, f/2.0, Laser AF","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.1, A2DP, aptX","GPS, GLONASS, BDS",No,FM radio,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, removable",Silver,Z00TD,About 180 EUR,,,,,
https://www.gsmarena.com/asus_zenfone_zoom_zx551ml-7577.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-zoom-zx551ml.jpg,Asus Zenfone Zoom ZX551ML,"Released 2015, December","185g, 12mm thickness","Android 5.0, up to 6.0, ZenUI","32GB/64GB/128GB storage, microSDXC","5.5""",1080x1920 pixels,4 GB RAM,3000 mAh Li-Po,GSM 850 / 900 / 1800 / 1900,HSDPA 850 / 900 / 1900 / 2100,"1, 2, 3, 5, 7, 8, 9, 18, 19, 28","HSPA 42.2/5.76 Mbps, LTE Cat4+ 250/50 Mbps","2015, September. Released 2015, December",Discontinued,158.9 x 78.8 x 12 mm (6.26 x 3.10 x 0.47 in),185 g (6.53 oz),Micro-SIM,IPS LCD,"5.5 inches, 83.4 cm(~66.6% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass 4,"Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI",Intel Atom Z3590,Quad-core 2.5 GHz,PowerVR G6430,microSDXC (dedicated slot),"32GB 4GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","13 MP, f/2.7-4.8, 28-84mm (periscope telephoto zoom), Laser AF, OIS, 3x optical zoom","Dual-LED dual-tone flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0",,"Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot","4.0, A2DP, EDR","GPS, GLONASS, BDS",Yes,No,"microUSB 2.0, OTG","Accelerometer, gyro, proximity, compass","Li-Po 3000 mAh, non-removable","Pure Black, Ceramic White",Z00XS,About 250 EUR,,,,,,
https://www.gsmarena.com/asus_zenpad_8_0_z380m-8474.php,https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg,Asus Zenpad 8.0 Z380M,"Released 2016, May","350g, 8.5mm thickness","Android 6.0, up to 7.0","8GB/16GB storage, microSDXC","8.0""",800x1280 pixels,1/2 GB RAM,4000 mAh Li-Po,N/A,No,No,"2016, April. Released 2016, May",Discontinued,209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in),350 g (12.35 oz),No,IPS LCD,"8.0 inches, 185.6 cm(~72.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",Oleophobic coating,"Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Mediatek MT8163 (28 nm),Mali-T720MP2,microSDXC (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM","5 MP, AF",1080p@30fps,"2 MP, f/2.2",,Wi-Fi 802.11 a/b/g/n,"4.0, A2DP, LE, aptX",GPS,No,No,microUSB 2.0,"Accelerometer, compass","Li-Po 4000 mAh, non-removable (15.2 Wh)",Up to 8 h (multimedia),"Dark Gray, Pearl White, Rose Gold",,,,,,,,,,
